RXCUI1,RXAUI1,STYPE1,REL,RXCUI2,RXAUI2,STYPE2,RELA,RUI,SRUI,SAB,SL,RG,DIR,SUPPRESS,CVF
12984985,AUI,RO,,4236500,AUI,inactive_ingredient_of,164818495,,MTHSPL,,,,,4096,
12984985,AUI,RO,,4236931,AUI,inactive_ingredient_of,164818815,,MTHSPL,,,,,4096,
12984985,AUI,RO,,12749898,AUI,active_ingredient_of,164818134,,MTHSPL,,,,,4096,
12984985,AUI,RO,,12749900,AUI,active_moiety_of,164821073,,MTHSPL,,,,,4096,
12984985,AUI,RO,,12820345,AUI,active_ingredient_of,164818109,,MTHSPL,,,,,4096,
12984985,AUI,RO,,12820348,AUI,active_moiety_of,164821133,,MTHSPL,,,,,4096,
12984985,AUI,RO,,12984979,AUI,active_ingredient_of,164818133,,MTHSPL,,,,,4096,
12984985,AUI,RO,,12984980,AUI,active_moiety_of,164821066,,MTHSPL,,,,,4096,
12984986,AUI,RO,,12984981,AUI,has_active_ingredient,164818297,,MTHSPL,,,,,4096,
12984986,AUI,RO,,12984982,AUI,has_active_ingredient,164818287,,MTHSPL,,,,,4096,
12984987,AUI,RO,,12984981,AUI,has_active_moiety,164821315,,MTHSPL,,,,,4096,
12984987,AUI,RO,,12984982,AUI,has_active_moiety,164821386,,MTHSPL,,,,,4096,
12985048,AUI,RO,,12985049,AUI,has_active_ingredient,164818284,,MTHSPL,,,,,4096,
12985048,AUI,RO,,12985049,AUI,has_active_moiety,164821326,,MTHSPL,,,,,4096,
12985049,AUI,RO,,3280213,AUI,inactive_ingredient_of,164819385,,MTHSPL,,,,,4096,
12985049,AUI,RO,,3507144,AUI,inactive_ingredient_of,164819224,,MTHSPL,,,,,4096,
12985049,AUI,RO,,3517422,AUI,inactive_ingredient_of,164819386,,MTHSPL,,,,,4096,
12985049,AUI,RO,,3716430,AUI,inactive_ingredient_of,164819198,,MTHSPL,,,,,4096,
12985049,AUI,RO,,4231765,AUI,inactive_ingredient_of,164819264,,MTHSPL,,,,,4096,
12985049,AUI,RO,,4233224,AUI,inactive_ingredient_of,164818707,,MTHSPL,,,,,4096,
12985049,AUI,RO,,4233225,AUI,inactive_ingredient_of,164819076,,MTHSPL,,,,,4096,
12985049,AUI,RO,,4233410,AUI,inactive_ingredient_of,164818881,,MTHSPL,,,,,4096,
12985049,AUI,RO,,4234292,AUI,inactive_ingredient_of,164819161,,MTHSPL,,,,,4096,
12985049,AUI,RO,,4234311,AUI,inactive_ingredient_of,164819109,,MTHSPL,,,,,4096,
12985049,AUI,RO,,8210547,AUI,inactive_ingredient_of,164819661,,MTHSPL,,,,,4096,
12985049,AUI,RO,,8232035,AUI,inactive_ingredient_of,164818386,,MTHSPL,,,,,4096,
12985049,AUI,RO,,8245547,AUI,inactive_ingredient_of,164818407,,MTHSPL,,,,,4096,
12985049,AUI,RO,,10337591,AUI,inactive_ingredient_of,164818524,,MTHSPL,,,,,4096,
12985049,AUI,RO,,12883879,AUI,inactive_ingredient_of,164819223,,MTHSPL,,,,,4096,
12985049,AUI,RO,,12985048,AUI,active_ingredient_of,164818083,,MTHSPL,,,,,4096,
12985049,AUI,RO,,12985048,AUI,active_moiety_of,164821132,,MTHSPL,,,,,4096,
12985080,AUI,SY,,12985079,AUI,,,,RXNORM,,,,,4096,
12985081,AUI,SY,,12985079,AUI,,,,RXNORM,,,,,4096,
12985082,AUI,SY,,12985073,AUI,,,,RXNORM,,,,,4096,
12985772,AUI,SY,,12985771,AUI,,,,RXNORM,,,,,4096,
12985773,AUI,SY,,12985765,AUI,,,,RXNORM,,,,,4096,
12985774,AUI,SY,,12985765,AUI,,,,RXNORM,,,,,4096,
12985775,AUI,SY,,12985771,AUI,,,,RXNORM,,,,,4096,
12985783,AUI,SY,,12985781,AUI,,,,RXNORM,,,,,4096,
12985784,AUI,SY,,12985777,AUI,,,,RXNORM,,,,,4096,
12985785,AUI,SY,,12985777,AUI,,,,RXNORM,,,,,4096,
12985790,AUI,SY,,12985781,AUI,,,,RXNORM,,,,,4096,
12985802,AUI,SY,,12985800,AUI,,,,RXNORM,,,,,4096,
12985803,AUI,SY,,12985793,AUI,,,,RXNORM,,,,,4096,
12985804,AUI,SY,,12985793,AUI,,,,RXNORM,,,,,4096,
12985808,AUI,SY,,12985800,AUI,,,,RXNORM,,,,,4096,
12985817,AUI,SY,,12985815,AUI,,,,RXNORM,,,,,4096,
12985820,AUI,SY,,12985815,AUI,,,,RXNORM,,,,,4096,
12985826,AUI,SY,,12985825,AUI,,,,RXNORM,,,,,4096,
12985827,AUI,SY,,12985822,AUI,,,,RXNORM,,,,,4096,
12985828,AUI,SY,,12985822,AUI,,,,RXNORM,,,,,4096,
12985829,AUI,SY,,12985825,AUI,,,,RXNORM,,,,,4096,
12985880,AUI,RO,,12985884,AUI,has_active_ingredient,164823955,,MTHSPL,,,,,4096,
12985881,AUI,RO,,12985884,AUI,has_active_moiety,164825381,,MTHSPL,,,,,4096,
12985882,AUI,RO,,2994597,AUI,inactive_ingredient_of,164824303,,MTHSPL,,,,,4096,
12985882,AUI,RO,,3059051,AUI,inactive_ingredient_of,164824504,,MTHSPL,,,,,4096,
12985882,AUI,RO,,4236496,AUI,inactive_ingredient_of,164824608,,MTHSPL,,,,,4096,
12985882,AUI,RO,,4253607,AUI,inactive_ingredient_of,164824513,,MTHSPL,,,,,4096,
12985882,AUI,RO,,5080263,AUI,inactive_ingredient_of,164824112,,MTHSPL,,,,,4096,
12985882,AUI,RO,,12729192,AUI,active_ingredient_of,164823791,,MTHSPL,,,,,4096,
12985882,AUI,RO,,12729193,AUI,active_moiety_of,164825291,,MTHSPL,,,,,4096,
12985882,AUI,RO,,12819654,AUI,active_ingredient_of,164823801,,MTHSPL,,,,,4096,
12985882,AUI,RO,,12819658,AUI,active_moiety_of,164825267,,MTHSPL,,,,,4096,
12985882,AUI,RO,,12955925,AUI,active_ingredient_of,164823834,,MTHSPL,,,,,4096,
12985882,AUI,RO,,12955926,AUI,active_moiety_of,164825346,,MTHSPL,,,,,4096,
12985883,AUI,RO,,12985884,AUI,has_active_ingredient,164823944,,MTHSPL,,,,,4096,
12985884,AUI,RO,,2978605,AUI,inactive_ingredient_of,164824545,,MTHSPL,,,,,4096,
12985884,AUI,RO,,2978624,AUI,inactive_ingredient_of,164824503,,MTHSPL,,,,,4096,
12985884,AUI,RO,,2994597,AUI,inactive_ingredient_of,164824266,,MTHSPL,,,,,4096,
12985884,AUI,RO,,3550579,AUI,inactive_ingredient_of,164824408,,MTHSPL,,,,,4096,
12985884,AUI,RO,,3632664,AUI,inactive_ingredient_of,164824546,,MTHSPL,,,,,4096,
12985884,AUI,RO,,3722204,AUI,inactive_ingredient_of,164824399,,MTHSPL,,,,,4096,
12985884,AUI,RO,,12402967,AUI,inactive_ingredient_of,164824014,,MTHSPL,,,,,4096,
12985884,AUI,RO,,12985880,AUI,active_ingredient_of,164823848,,MTHSPL,,,,,4096,
12985884,AUI,RO,,12985881,AUI,active_moiety_of,164825278,,MTHSPL,,,,,4096,
12985884,AUI,RO,,12985883,AUI,active_ingredient_of,164823833,,MTHSPL,,,,,4096,
12985884,AUI,RO,,12985885,AUI,active_moiety_of,164825350,,MTHSPL,,,,,4096,
12985885,AUI,RO,,12985884,AUI,has_active_moiety,164825453,,MTHSPL,,,,,4096,
12985888,AUI,RO,,2994597,AUI,inactive_ingredient_of,164824566,,MTHSPL,,,,,4096,
12985888,AUI,RO,,3031062,AUI,active_ingredient_of,164823793,,MTHSPL,,,,,4096,
12985888,AUI,RO,,3031062,AUI,active_moiety_of,164825264,,MTHSPL,,,,,4096,
12985888,AUI,RO,,3263423,AUI,inactive_ingredient_of,164824428,,MTHSPL,,,,,4096,
12985888,AUI,RO,,3265414,AUI,active_ingredient_of,164823835,,MTHSPL,,,,,4096,
12985888,AUI,RO,,3265414,AUI,active_moiety_of,164825307,,MTHSPL,,,,,4096,
12985888,AUI,RO,,3507354,AUI,inactive_ingredient_of,164824483,,MTHSPL,,,,,4096,
12985888,AUI,RO,,4231182,AUI,inactive_ingredient_of,164824486,,MTHSPL,,,,,4096,
12985888,AUI,RO,,5049492,AUI,inactive_ingredient_of,164824249,,MTHSPL,,,,,4096,
12985888,AUI,RO,,9708640,AUI,inactive_ingredient_of,164824316,,MTHSPL,,,,,4096,
12985919,AUI,SY,,12985917,AUI,,,,RXNORM,,,,,4096,
12985920,AUI,SY,,12985917,AUI,,,,RXNORM,,,,,4096,
12985928,AUI,SY,,12985926,AUI,,,,RXNORM,,,,,4096,
12985929,AUI,SY,,12985926,AUI,,,,RXNORM,,,,,4096,
12986983,AUI,RO,,2994597,AUI,inactive_ingredient_of,164827616,,MTHSPL,,,,,4096,
12986983,AUI,RO,,3278659,AUI,active_ingredient_of,164826747,,MTHSPL,,,,,4096,
12986983,AUI,RO,,3278659,AUI,active_moiety_of,164829013,,MTHSPL,,,,,4096,
12986983,AUI,RO,,3311306,AUI,inactive_ingredient_of,164827652,,MTHSPL,,,,,4096,
12986983,AUI,RO,,3621550,AUI,inactive_ingredient_of,164827741,,MTHSPL,,,,,4096,
12986983,AUI,RO,,4607084,AUI,inactive_ingredient_of,164827388,,MTHSPL,,,,,4096,
12986983,AUI,RO,,12921968,AUI,inactive_ingredient_of,164827061,,MTHSPL,,,,,4096,
12987152,AUI,RO,,2994597,AUI,inactive_ingredient_of,164830211,,MTHSPL,,,,,4096,
12987152,AUI,RO,,2994883,AUI,inactive_ingredient_of,164829527,,MTHSPL,,,,,4096,
12987152,AUI,RO,,3051140,AUI,inactive_ingredient_of,164829570,,MTHSPL,,,,,4096,
12987152,AUI,RO,,3308425,AUI,inactive_ingredient_of,164830152,,MTHSPL,,,,,4096,
12987152,AUI,RO,,3550579,AUI,inactive_ingredient_of,164829798,,MTHSPL,,,,,4096,
12987152,AUI,RO,,6799157,AUI,active_ingredient_of,164829202,,MTHSPL,,,,,4096,
12987152,AUI,RO,,6799157,AUI,active_moiety_of,164831347,,MTHSPL,,,,,4096,
12987152,AUI,RO,,10784397,AUI,inactive_ingredient_of,164829699,,MTHSPL,,,,,4096,
12987152,AUI,RO,,12408209,AUI,inactive_ingredient_of,164829931,,MTHSPL,,,,,4096,
12987152,AUI,RO,,12436612,AUI,inactive_ingredient_of,164829493,,MTHSPL,,,,,4096,
12987159,AUI,RO,,2978624,AUI,inactive_ingredient_of,164830015,,MTHSPL,,,,,4096,
12987159,AUI,RO,,3086377,AUI,active_ingredient_of,164829298,,MTHSPL,,,,,4096,
12987159,AUI,RO,,3086377,AUI,active_moiety_of,164831432,,MTHSPL,,,,,4096,
12987159,AUI,RO,,4232700,AUI,inactive_ingredient_of,164829534,,MTHSPL,,,,,4096,
12987159,AUI,RO,,4236906,AUI,inactive_ingredient_of,164830219,,MTHSPL,,,,,4096,
12987160,AUI,RO,,2978624,AUI,inactive_ingredient_of,164830282,,MTHSPL,,,,,4096,
12987160,AUI,RO,,3086377,AUI,active_ingredient_of,164829264,,MTHSPL,,,,,4096,
12987160,AUI,RO,,3086377,AUI,active_moiety_of,164831401,,MTHSPL,,,,,4096,
12987160,AUI,RO,,4232700,AUI,inactive_ingredient_of,164830016,,MTHSPL,,,,,4096,
12987160,AUI,RO,,4236906,AUI,inactive_ingredient_of,164829864,,MTHSPL,,,,,4096,
12987170,AUI,RO,,2994597,AUI,inactive_ingredient_of,164829806,,MTHSPL,,,,,4096,
12987170,AUI,RO,,3059051,AUI,inactive_ingredient_of,164829862,,MTHSPL,,,,,4096,
12987170,AUI,RO,,4236496,AUI,inactive_ingredient_of,164830281,,MTHSPL,,,,,4096,
12987170,AUI,RO,,4253607,AUI,inactive_ingredient_of,164830079,,MTHSPL,,,,,4096,
12987170,AUI,RO,,5080263,AUI,inactive_ingredient_of,164830258,,MTHSPL,,,,,4096,
12987170,AUI,RO,,12729192,AUI,active_ingredient_of,164829263,,MTHSPL,,,,,4096,
12987170,AUI,RO,,12729193,AUI,active_moiety_of,164831339,,MTHSPL,,,,,4096,
12987170,AUI,RO,,12819654,AUI,active_ingredient_of,164829297,,MTHSPL,,,,,4096,
12987170,AUI,RO,,12819658,AUI,active_moiety_of,164831403,,MTHSPL,,,,,4096,
12987170,AUI,RO,,12955925,AUI,active_ingredient_of,164829205,,MTHSPL,,,,,4096,
12987170,AUI,RO,,12955926,AUI,active_moiety_of,164831399,,MTHSPL,,,,,4096,
12987171,AUI,RO,,2994597,AUI,inactive_ingredient_of,164829449,,MTHSPL,,,,,4096,
12987171,AUI,RO,,3059051,AUI,inactive_ingredient_of,164830159,,MTHSPL,,,,,4096,
12987171,AUI,RO,,4236496,AUI,inactive_ingredient_of,164829586,,MTHSPL,,,,,4096,
12987171,AUI,RO,,4236931,AUI,inactive_ingredient_of,164830257,,MTHSPL,,,,,4096,
12987171,AUI,RO,,4253607,AUI,inactive_ingredient_of,164829427,,MTHSPL,,,,,4096,
12987171,AUI,RO,,5080263,AUI,inactive_ingredient_of,164830318,,MTHSPL,,,,,4096,
12987171,AUI,RO,,12729192,AUI,active_ingredient_of,164829227,,MTHSPL,,,,,4096,
12987171,AUI,RO,,12729193,AUI,active_moiety_of,164831378,,MTHSPL,,,,,4096,
12987171,AUI,RO,,12819654,AUI,active_ingredient_of,164829262,,MTHSPL,,,,,4096,
12987171,AUI,RO,,12819658,AUI,active_moiety_of,164831429,,MTHSPL,,,,,4096,
12987171,AUI,RO,,12955925,AUI,active_ingredient_of,164829241,,MTHSPL,,,,,4096,
12987171,AUI,RO,,12955926,AUI,active_moiety_of,164831390,,MTHSPL,,,,,4096,
12987172,AUI,RO,,3284139,AUI,inactive_ingredient_of,164830095,,MTHSPL,,,,,4096,
12987172,AUI,RO,,3311433,AUI,inactive_ingredient_of,164830011,,MTHSPL,,,,,4096,
12987172,AUI,RO,,3533855,AUI,inactive_ingredient_of,164829780,,MTHSPL,,,,,4096,
12987172,AUI,RO,,3632633,AUI,inactive_ingredient_of,164830254,,MTHSPL,,,,,4096,
12987172,AUI,RO,,4234039,AUI,inactive_ingredient_of,164829943,,MTHSPL,,,,,4096,
12987172,AUI,RO,,4234292,AUI,inactive_ingredient_of,164830033,,MTHSPL,,,,,4096,
12987172,AUI,RO,,4237650,AUI,inactive_ingredient_of,164830375,,MTHSPL,,,,,4096,
12987172,AUI,RO,,4622904,AUI,active_ingredient_of,164829254,,MTHSPL,,,,,4096,
12987172,AUI,RO,,4622904,AUI,active_moiety_of,164831398,,MTHSPL,,,,,4096,
12987172,AUI,RO,,12440246,AUI,active_ingredient_of,164829279,,MTHSPL,,,,,4096,
12987172,AUI,RO,,12440246,AUI,active_moiety_of,164831426,,MTHSPL,,,,,4096,
12987172,AUI,RO,,12922131,AUI,inactive_ingredient_of,164830073,,MTHSPL,,,,,4096,
12987747,AUI,SY,,12987746,AUI,,,,RXNORM,,,,,4096,
12987759,AUI,SY,,12987755,AUI,,,,RXNORM,,,,,4096,
12987760,AUI,SY,,12987755,AUI,,,,RXNORM,,,,,4096,
12987761,AUI,SY,,12987754,AUI,,,,RXNORM,,,,,4096,
12987762,AUI,SY,,12987754,AUI,,,,RXNORM,,,,,4096,
12987763,AUI,SY,,12987754,AUI,,,,RXNORM,,,,,4096,
12987764,AUI,SY,,12987755,AUI,,,,RXNORM,,,,,4096,
12987773,AUI,SY,,12987769,AUI,,,,RXNORM,,,,,4096,
12987774,AUI,SY,,12987769,AUI,,,,RXNORM,,,,,4096,
12987775,AUI,SY,,12987769,AUI,,,,RXNORM,,,,,4096,
12987776,AUI,SY,,12987766,AUI,,,,RXNORM,,,,,4096,
12987777,AUI,SY,,12987766,AUI,,,,RXNORM,,,,,4096,
12987778,AUI,SY,,12987766,AUI,,,,RXNORM,,,,,4096,
12987782,AUI,SY,,12987780,AUI,,,,RXNORM,,,,,4096,
12987783,AUI,SY,,12987780,AUI,,,,RXNORM,,,,,4096,
12987787,AUI,SY,,12987786,AUI,,,,RXNORM,,,,,4096,
12987788,AUI,SY,,12987786,AUI,,,,RXNORM,,,,,4096,
12987833,AUI,SY,,12987832,AUI,,,,RXNORM,,,,,4096,
12987834,AUI,SY,,12987832,AUI,,,,RXNORM,,,,,4096,
12987841,AUI,SY,,12987746,AUI,,,,RXNORM,,,,,4096,
12987842,AUI,SY,,12987754,AUI,,,,RXNORM,,,,,4096,
12987843,AUI,SY,,12987751,AUI,,,,RXNORM,,,,,4096,
12987844,AUI,SY,,12987777,AUI,,,,RXNORM,,,,,4096,
12987845,AUI,SY,,12987755,AUI,,,,RXNORM,,,,,4096,
12987847,AUI,SY,,12987769,AUI,,,,RXNORM,,,,,4096,
12987848,AUI,SY,,12987766,AUI,,,,RXNORM,,,,,4096,
12987852,AUI,SY,,12987768,AUI,,,,RXNORM,,,,,4096,
12987853,AUI,SY,,12987778,AUI,,,,RXNORM,,,,,4096,
12987854,AUI,SY,,12987765,AUI,,,,RXNORM,,,,,4096,
12987855,AUI,SY,,12987763,AUI,,,,RXNORM,,,,,4096,
12987856,AUI,SY,,12987762,AUI,,,,RXNORM,,,,,4096,
12987857,AUI,SY,,12987749,AUI,,,,RXNORM,,,,,4096,
,CUI,RO,2719199,,CUI,has_ingredient,164838145,,RXNORM,,,,,4096,
,CUI,RO,2719205,,CUI,has_ingredient,164838199,,RXNORM,,,,,4096,
,CUI,RO,2719242,,CUI,has_ingredient,164838515,,RXNORM,,,,,4096,
,CUI,RN,2719193,,CUI,tradename_of,164838101,,RXNORM,,,,,4096,
,CUI,RO,2719243,,CUI,has_ingredient,164838517,,RXNORM,,,,,4096,
,CUI,RO,2718368,,CUI,has_dose_form,164823349,,RXNORM,,,,,4096,
,CUI,RO,2718372,,CUI,has_dose_form,164823391,,RXNORM,,,,,4096,
,CUI,RO,2718374,,CUI,has_dose_form,164823413,,RXNORM,,,,,4096,
,CUI,RO,2718403,,CUI,has_dose_form,164823743,,RXNORM,,,,,4096,
,CUI,RO,2718404,,CUI,has_dose_form,164823757,,RXNORM,,,,,4096,
,CUI,RO,2718406,,CUI,has_dose_form,164823775,,RXNORM,,,,,4096,
,CUI,RO,2719214,,CUI,has_dose_form,164838303,,RXNORM,,,,,4096,
,CUI,RO,2719216,,CUI,has_dose_form,164838321,,RXNORM,,,,,4096,
,CUI,RO,2719197,,CUI,has_dose_form,164838121,,RXNORM,,,,,4096,
,CUI,RO,2719198,,CUI,has_dose_form,164838139,,RXNORM,,,,,4096,
,CUI,RO,2717948,,CUI,has_dose_form,164821411,,RXNORM,,,,,4096,
,CUI,RO,2717949,,CUI,has_dose_form,164821419,,RXNORM,,,,,4096,
,CUI,RO,2717954,,CUI,has_dose_form,164821449,,RXNORM,,,,,4096,
,CUI,RO,2717955,,CUI,has_dose_form,164821459,,RXNORM,,,,,4096,
,CUI,RO,2719244,,CUI,has_dose_form,164838521,,RXNORM,,,,,4096,
,CUI,RO,2718378,,CUI,has_dose_form,164823459,,RXNORM,,,,,4096,
,CUI,RO,2718380,,CUI,has_dose_form,164823467,,RXNORM,,,,,4096,
,CUI,RO,2718382,,CUI,has_dose_form,164823489,,RXNORM,,,,,4096,
,CUI,RO,2718386,,CUI,has_dose_form,164823543,,RXNORM,,,,,4096,
,CUI,RO,2718391,,CUI,has_dose_form,164823599,,RXNORM,,,,,4096,
,CUI,RO,2718393,,CUI,has_dose_form,164823619,,RXNORM,,,,,4096,
,CUI,RO,2718398,,CUI,has_dose_form,164823681,,RXNORM,,,,,4096,
,CUI,RO,2718400,,CUI,has_dose_form,164823725,,RXNORM,,,,,4096,
,CUI,RO,2718460,,CUI,has_dose_form,164825501,,RXNORM,,,,,4096,
,CUI,RO,2718462,,CUI,has_dose_form,164825523,,RXNORM,,,,,4096,
,CUI,RO,2718467,,CUI,has_dose_form,164825583,,RXNORM,,,,,4096,
,CUI,RO,2718469,,CUI,has_dose_form,164825605,,RXNORM,,,,,4096,
,CUI,RO,2719212,,CUI,has_dose_form,164838297,,RXNORM,,,,,4096,
,CUI,RO,2718371,,CUI,has_doseformgroup,164823381,,RXNORM,,,,,4096,
,CUI,RO,2718390,,CUI,has_doseformgroup,164823585,,RXNORM,,,,,4096,
,CUI,RO,2718397,,CUI,has_doseformgroup,164823667,,RXNORM,,,,,4096,
,CUI,RO,2718459,,CUI,has_doseformgroup,164825487,,RXNORM,,,,,4096,
,CUI,RO,2718466,,CUI,has_doseformgroup,164825569,,RXNORM,,,,,4096,
,CUI,RO,2717946,,CUI,has_doseformgroup,164821405,,RXNORM,,,,,4096,
,CUI,RO,2717952,,CUI,has_doseformgroup,164821435,,RXNORM,,,,,4096,
,CUI,RO,2719195,,CUI,has_doseformgroup,164838107,,RXNORM,,,,,4096,
,CUI,RO,2717947,,CUI,has_doseformgroup,164821409,,RXNORM,,,,,4096,
,CUI,RO,2717953,,CUI,has_doseformgroup,164821441,,RXNORM,,,,,4096,
,CUI,RO,2719196,,CUI,has_doseformgroup,164838113,,RXNORM,,,,,4096,
,CUI,RN,2719195,,CUI,tradename_of,164838111,,RXNORM,,,,,4096,
,CUI,RN,2719203,,CUI,isa,164838177,,RXNORM,,,,,4096,
,CUI,RN,2719206,,CUI,isa,164838213,,RXNORM,,,,,4096,
,CUI,RO,2719201,,CUI,has_ingredient,164838157,,RXNORM,,,,,4096,
,CUI,RO,2719204,,CUI,has_ingredient,164838189,,RXNORM,,,,,4096,
,CUI,RO,2719208,,CUI,has_ingredient,164838221,,RXNORM,,,,,4096,
,CUI,RO,2719209,,CUI,has_ingredient,164838227,,RXNORM,,,,,4096,
,CUI,RN,2719204,,CUI,isa,164838193,,RXNORM,,,,,4096,
,CUI,RN,2719209,,CUI,isa,164838231,,RXNORM,,,,,4096,
,CUI,RO,2719203,,CUI,has_dose_form,164838173,,RXNORM,,,,,4096,
,CUI,RO,2719204,,CUI,has_dose_form,164838185,,RXNORM,,,,,4096,
,CUI,RO,2719206,,CUI,has_dose_form,164838209,,RXNORM,,,,,4096,
,CUI,RO,2719209,,CUI,has_dose_form,164838225,,RXNORM,,,,,4096,
,CUI,RN,2718369,,CUI,tradename_of,164823361,,RXNORM,,,,,4096,
,CUI,RN,2718388,,CUI,tradename_of,164823565,,RXNORM,,,,,4096,
,CUI,RN,2718395,,CUI,tradename_of,164823647,,RXNORM,,,,,4096,
,CUI,RN,2718457,,CUI,tradename_of,164825467,,RXNORM,,,,,4096,
,CUI,RN,2718464,,CUI,tradename_of,164825549,,RXNORM,,,,,4096,
,CUI,RN,2717943,,CUI,form_of,164821398,,RXNORM,,,,,4096,
,CUI,RO,2718365,,CUI,has_ingredient,164823331,,RXNORM,,,,,4096,
,CUI,RN,2718369,,CUI,tradename_of,164823369,,RXNORM,,,,,4096,
,CUI,RN,2718388,,CUI,tradename_of,164823573,,RXNORM,,,,,4096,
,CUI,RN,2718395,,CUI,tradename_of,164823655,,RXNORM,,,,,4096,
,CUI,RN,2718457,,CUI,tradename_of,164825475,,RXNORM,,,,,4096,
,CUI,RN,2718464,,CUI,tradename_of,164825557,,RXNORM,,,,,4096,
,CUI,RN,2718369,,CUI,tradename_of,164823365,,RXNORM,,,,,4096,
,CUI,RN,2718388,,CUI,tradename_of,164823569,,RXNORM,,,,,4096,
,CUI,RN,2718395,,CUI,tradename_of,164823651,,RXNORM,,,,,4096,
,CUI,RN,2718457,,CUI,tradename_of,164825471,,RXNORM,,,,,4096,
,CUI,RN,2718464,,CUI,tradename_of,164825553,,RXNORM,,,,,4096,
,CUI,RN,2718368,,CUI,isa,164823353,,RXNORM,,,,,4096,
,CUI,RN,2718371,,CUI,tradename_of,164823385,,RXNORM,,,,,4096,
,CUI,RN,2718378,,CUI,isa,164823455,,RXNORM,,,,,4096,
,CUI,RN,2718386,,CUI,isa,164823537,,RXNORM,,,,,4096,
,CUI,RN,2718390,,CUI,tradename_of,164823587,,RXNORM,,,,,4096,
,CUI,RN,2718397,,CUI,tradename_of,164823673,,RXNORM,,,,,4096,
,CUI,RN,2718403,,CUI,isa,164823747,,RXNORM,,,,,4096,
,CUI,RN,2718459,,CUI,tradename_of,164825493,,RXNORM,,,,,4096,
,CUI,RN,2718466,,CUI,tradename_of,164825575,,RXNORM,,,,,4096,
,CUI,RN,2718377,,CUI,form_of,164823425,,RXNORM,,,,,4096,
,CUI,RN,2718378,,CUI,isa,164823453,,RXNORM,,,,,4096,
,CUI,RN,2718380,,CUI,tradename_of,164823465,,RXNORM,,,,,4096,
,CUI,RN,2718385,,CUI,form_of,164823525,,RXNORM,,,,,4096,
,CUI,RN,2718386,,CUI,isa,164823535,,RXNORM,,,,,4096,
,CUI,RN,2718391,,CUI,tradename_of,164823593,,RXNORM,,,,,4096,
,CUI,RN,2718398,,CUI,tradename_of,164823679,,RXNORM,,,,,4096,
,CUI,RN,2718460,,CUI,tradename_of,164825499,,RXNORM,,,,,4096,
,CUI,RN,2718467,,CUI,tradename_of,164825581,,RXNORM,,,,,4096,
,CUI,RO,2718368,,CUI,has_ingredients,164823359,,RXNORM,,,,,4096,
