RXCUI1,RXAUI1,STYPE1,REL,RXCUI2,RXAUI2,STYPE2,RELA,RUI,SRUI,SAB,SL,RG,DIR,SUPPRESS,CVF
,CUI,RO,2718378,,CUI,has_ingredients,164823461,,RXNORM,,,,,4096,
,CUI,RO,2718386,,CUI,has_ingredients,164823545,,RXNORM,,,,,4096,
,CUI,RO,2718403,,CUI,has_ingredients,164823753,,RXNORM,,,,,4096,
,CUI,RN,2718367,,CUI,form_of,164823341,,RXNORM,,,,,4096,
,CUI,RN,2718368,,CUI,isa,164823357,,RXNORM,,,,,4096,
,CUI,RN,2718372,,CUI,tradename_of,164823395,,RXNORM,,,,,4096,
,CUI,RN,2718402,,CUI,form_of,164823735,,RXNORM,,,,,4096,
,CUI,RN,2718403,,CUI,isa,164823751,,RXNORM,,,,,4096,
,CUI,RN,2718404,,CUI,tradename_of,164823759,,RXNORM,,,,,4096,
,CUI,RN,2719214,,CUI,tradename_of,164838309,,RXNORM,,,,,4096,
,CUI,RN,2719203,,CUI,isa,164838175,,RXNORM,,,,,4096,
,CUI,RN,2719206,,CUI,isa,164838211,,RXNORM,,,,,4096,
,CUI,RN,2719204,,CUI,isa,164838183,,RXNORM,,,,,4096,
,CUI,RN,2719209,,CUI,isa,164838223,,RXNORM,,,,,4096,
,CUI,RN,2719194,,CUI,tradename_of,164838103,,RXNORM,,,,,4096,
,CUI,RO,2719198,,CUI,consists_of,164838129,,RXNORM,,,,,4096,
,CUI,RN,2719196,,CUI,tradename_of,164838115,,RXNORM,,,,,4096,
,CUI,RN,2719197,,CUI,tradename_of,164838123,,RXNORM,,,,,4096,
,CUI,RN,2719198,,CUI,tradename_of,164838143,,RXNORM,,,,,4096,
,CUI,RO,2719244,,CUI,has_ingredients,164838525,,RXNORM,,,,,4096,
,CUI,RN,2719244,,CUI,isa,164838527,,RXNORM,,,,,4096,
,CUI,RN,2719244,,CUI,isa,164838529,,RXNORM,,,,,4096,
,CUI,RN,2719244,,CUI,isa,164838523,,RXNORM,,,,,4096,
,CUI,RN,2718464,,CUI,has_precise_ingredient,164825555,,RXNORM,,,,,4096,
,CUI,RN,2719211,,CUI,tradename_of,164838257,,RXNORM,,,,,4096,
,CUI,RO,2719212,,CUI,consists_of,164838287,,RXNORM,,,,,4096,
,CUI,RO,2719216,,CUI,consists_of,164838319,,RXNORM,,,,,4096,
,CUI,RO,2718385,,CUI,has_boss,164823523,,RXNORM,,,,,4096,
,CUI,RN,2718388,,CUI,has_precise_ingredient,164823571,,RXNORM,,,,,4096,
,CUI,RN,2718395,,CUI,has_precise_ingredient,164823653,,RXNORM,,,,,4096,
,CUI,RO,2718402,,CUI,has_boss,164823733,,RXNORM,,,,,4096,
,CUI,RN,2718457,,CUI,has_precise_ingredient,164825473,,RXNORM,,,,,4096,
,CUI,RO,2718386,,CUI,consists_of,164823539,,RXNORM,,,,,4096,
,CUI,RN,2718389,,CUI,tradename_of,164823581,,RXNORM,,,,,4096,
,CUI,RO,2718393,,CUI,consists_of,164823613,,RXNORM,,,,,4096,
,CUI,RN,2718396,,CUI,tradename_of,164823665,,RXNORM,,,,,4096,
,CUI,RO,2718400,,CUI,consists_of,164823723,,RXNORM,,,,,4096,
,CUI,RO,2718403,,CUI,consists_of,164823749,,RXNORM,,,,,4096,
,CUI,RO,2718406,,CUI,consists_of,164823781,,RXNORM,,,,,4096,
,CUI,RN,2718458,,CUI,tradename_of,164825485,,RXNORM,,,,,4096,
,CUI,RO,2718462,,CUI,consists_of,164825517,,RXNORM,,,,,4096,
,CUI,RO,2718367,,CUI,has_boss,164823343,,RXNORM,,,,,4096,
,CUI,RN,2718369,,CUI,has_precise_ingredient,164823367,,RXNORM,,,,,4096,
,CUI,RO,2718377,,CUI,has_boss,164823429,,RXNORM,,,,,4096,
,CUI,RO,2718368,,CUI,consists_of,164823355,,RXNORM,,,,,4096,
,CUI,RN,2718370,,CUI,tradename_of,164823379,,RXNORM,,,,,4096,
,CUI,RO,2718374,,CUI,consists_of,164823419,,RXNORM,,,,,4096,
,CUI,RO,2718378,,CUI,consists_of,164823457,,RXNORM,,,,,4096,
,CUI,RO,2718382,,CUI,consists_of,164823485,,RXNORM,,,,,4096,
,CUI,RO,2718385,,CUI,has_boss,164823521,,RXNORM,,,,,4096,
,CUI,RN,2718388,,CUI,has_precise_ingredient,164823567,,RXNORM,,,,,4096,
,CUI,RN,2718395,,CUI,has_precise_ingredient,164823649,,RXNORM,,,,,4096,
,CUI,RO,2718402,,CUI,has_boss,164823729,,RXNORM,,,,,4096,
,CUI,RN,2718457,,CUI,has_precise_ingredient,164825469,,RXNORM,,,,,4096,
,CUI,RN,2718464,,CUI,has_precise_ingredient,164825551,,RXNORM,,,,,4096,
,CUI,RO,2718386,,CUI,consists_of,164823533,,RXNORM,,,,,4096,
,CUI,RN,2718389,,CUI,tradename_of,164823579,,RXNORM,,,,,4096,
,CUI,RO,2718393,,CUI,consists_of,164823607,,RXNORM,,,,,4096,
,CUI,RN,2718396,,CUI,tradename_of,164823663,,RXNORM,,,,,4096,
,CUI,RO,2718400,,CUI,consists_of,164823713,,RXNORM,,,,,4096,
,CUI,RO,2718403,,CUI,consists_of,164823741,,RXNORM,,,,,4096,
,CUI,RO,2718406,,CUI,consists_of,164823771,,RXNORM,,,,,4096,
,CUI,RN,2718458,,CUI,tradename_of,164825481,,RXNORM,,,,,4096,
,CUI,RO,2718462,,CUI,consists_of,164825511,,RXNORM,,,,,4096,
,CUI,RN,2719211,,CUI,tradename_of,164838255,,RXNORM,,,,,4096,
,CUI,RO,2719212,,CUI,consists_of,164838285,,RXNORM,,,,,4096,
,CUI,RO,2719216,,CUI,consists_of,164838317,,RXNORM,,,,,4096,
,CUI,RO,2718367,,CUI,has_boss,164823339,,RXNORM,,,,,4096,
,CUI,RN,2718369,,CUI,has_precise_ingredient,164823363,,RXNORM,,,,,4096,
,CUI,RO,2718377,,CUI,has_boss,164823423,,RXNORM,,,,,4096,
,CUI,RO,2718368,,CUI,consists_of,164823345,,RXNORM,,,,,4096,
,CUI,RN,2718370,,CUI,tradename_of,164823373,,RXNORM,,,,,4096,
,CUI,RO,2718374,,CUI,consists_of,164823401,,RXNORM,,,,,4096,
,CUI,RO,2718378,,CUI,consists_of,164823447,,RXNORM,,,,,4096,
,CUI,RO,2718382,,CUI,consists_of,164823477,,RXNORM,,,,,4096,
,CUI,RN,2718465,,CUI,tradename_of,164825561,,RXNORM,,,,,4096,
,CUI,RO,2718469,,CUI,consists_of,164825591,,RXNORM,,,,,4096,
,CUI,RN,2718465,,CUI,tradename_of,164825567,,RXNORM,,,,,4096,
,CUI,RO,2718469,,CUI,consists_of,164825607,,RXNORM,,,,,4096,
,CUI,RO,2718385,,CUI,has_boss,164823529,,RXNORM,,,,,4096,
,CUI,RN,2718388,,CUI,has_precise_ingredient,164823575,,RXNORM,,,,,4096,
,CUI,RN,2718395,,CUI,has_precise_ingredient,164823657,,RXNORM,,,,,4096,
,CUI,RO,2718402,,CUI,has_boss,164823737,,RXNORM,,,,,4096,
,CUI,RN,2718457,,CUI,has_precise_ingredient,164825477,,RXNORM,,,,,4096,
,CUI,RN,2718464,,CUI,has_precise_ingredient,164825559,,RXNORM,,,,,4096,
,CUI,RN,2718465,,CUI,tradename_of,164825565,,RXNORM,,,,,4096,
,CUI,RO,2718469,,CUI,consists_of,164825601,,RXNORM,,,,,4096,
,CUI,RN,2718466,,CUI,tradename_of,164825571,,RXNORM,,,,,4096,
,CUI,RN,2718468,,CUI,tradename_of,164825587,,RXNORM,,,,,4096,
,CUI,RN,2718469,,CUI,tradename_of,164825589,,RXNORM,,,,,4096,
,CUI,RO,2718386,,CUI,consists_of,164823531,,RXNORM,,,,,4096,
,CUI,RN,2718389,,CUI,tradename_of,164823577,,RXNORM,,,,,4096,
,CUI,RO,2718393,,CUI,consists_of,164823605,,RXNORM,,,,,4096,
,CUI,RN,2718396,,CUI,tradename_of,164823659,,RXNORM,,,,,4096,
,CUI,RO,2718400,,CUI,consists_of,164823709,,RXNORM,,,,,4096,
,CUI,RO,2718403,,CUI,consists_of,164823739,,RXNORM,,,,,4096,
,CUI,RO,2718406,,CUI,consists_of,164823767,,RXNORM,,,,,4096,
,CUI,RN,2718458,,CUI,tradename_of,164825479,,RXNORM,,,,,4096,
,CUI,RO,2718462,,CUI,consists_of,164825509,,RXNORM,,,,,4096,
,CUI,RN,2719211,,CUI,tradename_of,164838253,,RXNORM,,,,,4096,
,CUI,RO,2719212,,CUI,consists_of,164838281,,RXNORM,,,,,4096,
,CUI,RO,2719216,,CUI,consists_of,164838315,,RXNORM,,,,,4096,
,CUI,RN,2719215,,CUI,tradename_of,164838313,,RXNORM,,,,,4096,
,CUI,RN,2719216,,CUI,tradename_of,164838329,,RXNORM,,,,,4096,
,CUI,RN,2719212,,CUI,tradename_of,164838291,,RXNORM,,,,,4096,
,CUI,RB,1657131,,CUI,has_form,164821399,,RXNORM,,,,,4096,
,CUI,RO,2718365,,CUI,has_precise_ingredient,164823329,,RXNORM,,,,,4096,
,CUI,RO,2718367,,CUI,has_boss,164823335,,RXNORM,,,,,4096,
,CUI,RN,2718369,,CUI,has_precise_ingredient,164823371,,RXNORM,,,,,4096,
,CUI,RO,2718377,,CUI,has_boss,164823421,,RXNORM,,,,,4096,
,CUI,RO,2717945,,CUI,has_ingredient,164821401,,RXNORM,,,,,4096,
,CUI,RO,2717946,,CUI,has_ingredient,164821403,,RXNORM,,,,,4096,
,CUI,RO,2717947,,CUI,has_ingredient,164821407,,RXNORM,,,,,4096,
,CUI,RO,2717948,,CUI,has_ingredient,164821415,,RXNORM,,,,,4096,
,CUI,RN,2717950,,CUI,tradename_of,164821429,,RXNORM,,,,,4096,
,CUI,RO,2717944,,CUI,ingredient_of,164821400,,RXNORM,,,,,4096,
,CUI,RO,2717949,,CUI,consists_of,164821425,,RXNORM,,,,,4096,
,CUI,RN,2717951,,CUI,tradename_of,164821433,,RXNORM,,,,,4096,
,CUI,RO,2717955,,CUI,consists_of,164821471,,RXNORM,,,,,4096,
,CUI,RO,1151131,,CUI,doseformgroup_of,164821404,,RXNORM,,,,,4096,
,CUI,RO,2717944,,CUI,ingredient_of,164821402,,RXNORM,,,,,4096,
,CUI,RN,2717948,,CUI,isa,164821413,,RXNORM,,,,,4096,
,CUI,RN,2717949,,CUI,isa,164821423,,RXNORM,,,,,4096,
,CUI,RN,2717952,,CUI,tradename_of,164821439,,RXNORM,,,,,4096,
,CUI,RO,1151133,,CUI,doseformgroup_of,164821408,,RXNORM,,,,,4096,
,CUI,RO,2717944,,CUI,ingredient_of,164821406,,RXNORM,,,,,4096,
,CUI,RN,2717948,,CUI,isa,164821417,,RXNORM,,,,,4096,
,CUI,RN,2717949,,CUI,isa,164821427,,RXNORM,,,,,4096,
,CUI,RN,2717953,,CUI,tradename_of,164821445,,RXNORM,,,,,4096,
,CUI,RO,317541,,CUI,dose_form_of,164821410,,RXNORM,,,,,4096,
,CUI,RO,2717944,,CUI,ingredient_of,164821414,,RXNORM,,,,,4096,
,CUI,RB,2717946,,CUI,inverse_isa,164821412,,RXNORM,,,,,4096,
,CUI,RB,2717947,,CUI,inverse_isa,164821416,,RXNORM,,,,,4096,
,CUI,RN,2717949,,CUI,isa,164821421,,RXNORM,,,,,4096,
,CUI,RN,2717954,,CUI,tradename_of,164821451,,RXNORM,,,,,4096,
,CUI,RO,317541,,CUI,dose_form_of,164821418,,RXNORM,,,,,4096,
,CUI,RO,2717945,,CUI,constitutes,164821424,,RXNORM,,,,,4096,
,CUI,RB,2717946,,CUI,inverse_isa,164821422,,RXNORM,,,,,4096,
,CUI,RB,2717947,,CUI,inverse_isa,164821426,,RXNORM,,,,,4096,
,CUI,RB,2717948,,CUI,inverse_isa,164821420,,RXNORM,,,,,4096,
,CUI,RN,2717955,,CUI,tradename_of,164821461,,RXNORM,,,,,4096,
,CUI,RB,2717944,,CUI,has_tradename,164821428,,RXNORM,,,,,4096,
,CUI,RO,2717951,,CUI,has_ingredient,164821431,,RXNORM,,,,,4096,
,CUI,RO,2717952,,CUI,has_ingredient,164821437,,RXNORM,,,,,4096,
,CUI,RO,2717953,,CUI,has_ingredient,164821443,,RXNORM,,,,,4096,
,CUI,RO,2717954,,CUI,has_ingredient,164821447,,RXNORM,,,,,4096,
,CUI,RO,2717955,,CUI,has_ingredient,164821457,,RXNORM,,,,,4096,
,CUI,RB,2717945,,CUI,has_tradename,164821432,,RXNORM,,,,,4096,
,CUI,RO,2717950,,CUI,ingredient_of,164821430,,RXNORM,,,,,4096,
,CUI,RO,2717955,,CUI,consists_of,164821467,,RXNORM,,,,,4096,
,CUI,RO,1151131,,CUI,doseformgroup_of,164821434,,RXNORM,,,,,4096,
,CUI,RB,2717946,,CUI,has_tradename,164821438,,RXNORM,,,,,4096,
,CUI,RO,2717950,,CUI,ingredient_of,164821436,,RXNORM,,,,,4096,
,CUI,RN,2717954,,CUI,isa,164821453,,RXNORM,,,,,4096,
,CUI,RN,2717955,,CUI,isa,164821463,,RXNORM,,,,,4096,
,CUI,RO,1151133,,CUI,doseformgroup_of,164821440,,RXNORM,,,,,4096,
,CUI,RB,2717947,,CUI,has_tradename,164821444,,RXNORM,,,,,4096,
,CUI,RO,2717950,,CUI,ingredient_of,164821442,,RXNORM,,,,,4096,
,CUI,RN,2717954,,CUI,isa,164821455,,RXNORM,,,,,4096,
,CUI,RN,2717955,,CUI,isa,164821465,,RXNORM,,,,,4096,
,CUI,RO,317541,,CUI,dose_form_of,164821448,,RXNORM,,,,,4096,
,CUI,RB,2717948,,CUI,has_tradename,164821450,,RXNORM,,,,,4096,
,CUI,RO,2717950,,CUI,ingredient_of,164821446,,RXNORM,,,,,4096,
,CUI,RB,2717952,,CUI,inverse_isa,164821452,,RXNORM,,,,,4096,
,CUI,RB,2717953,,CUI,inverse_isa,164821454,,RXNORM,,,,,4096,
,CUI,RN,2717955,,CUI,isa,164821469,,RXNORM,,,,,4096,
,CUI,RO,317541,,CUI,dose_form_of,164821458,,RXNORM,,,,,4096,
,CUI,RO,2717945,,CUI,constitutes,164821470,,RXNORM,,,,,4096,
,CUI,RB,2717949,,CUI,has_tradename,164821460,,RXNORM,,,,,4096,
,CUI,RO,2717950,,CUI,ingredient_of,164821456,,RXNORM,,,,,4096,
,CUI,RO,2717951,,CUI,constitutes,164821466,,RXNORM,,,,,4096,
,CUI,RB,2717952,,CUI,inverse_isa,164821462,,RXNORM,,,,,4096,
,CUI,RB,2717953,,CUI,inverse_isa,164821464,,RXNORM,,,,,4096,
,CUI,RB,2717954,,CUI,inverse_isa,164821468,,RXNORM,,,,,4096,
,CUI,RO,1657131,,CUI,ingredient_of,164823330,,RXNORM,,,,,4096,
,CUI,RO,2717943,,CUI,precise_ingredient_of,164823328,,RXNORM,,,,,4096,
,CUI,RO,2718368,,CUI,consists_of,164823347,,RXNORM,,,,,4096,
,CUI,RN,2718370,,CUI,tradename_of,164823375,,RXNORM,,,,,4096,
,CUI,RO,2718374,,CUI,consists_of,164823411,,RXNORM,,,,,4096,
,CUI,RO,2718378,,CUI,consists_of,164823449,,RXNORM,,,,,4096,
,CUI,RO,2718382,,CUI,consists_of,164823479,,RXNORM,,,,,4096,
,CUI,RB,1657324,,CUI,has_form,164823340,,RXNORM,,,,,4096,
,CUI,RO,2605725,,CUI,boss_of,164823342,,RXNORM,,,,,4096,
,CUI,RO,2641877,,CUI,boss_of,164823338,,RXNORM,,,,,4096,
,CUI,RO,2717943,,CUI,boss_of,164823334,,RXNORM,,,,,4096,
,CUI,RN,2718368,,CUI,isa,164823351,,RXNORM,,,,,4096,
,CUI,RN,2718373,,CUI,tradename_of,164823399,,RXNORM,,,,,4096,
,CUI,RO,316950,,CUI,dose_form_of,164823348,,RXNORM,,,,,4096,
,CUI,RB,1657136,,CUI,inverse_isa,164823352,,RXNORM,,,,,4096,
,CUI,RO,1657138,,CUI,ingredients_of,164823358,,RXNORM,,,,,4096,
,CUI,RB,1657324,,CUI,inverse_isa,164823356,,RXNORM,,,,,4096,
,CUI,RO,2605728,,CUI,constitutes,164823354,,RXNORM,,,,,4096,
,CUI,RO,2641878,,CUI,constitutes,164823344,,RXNORM,,,,,4096,
,CUI,RO,2718365,,CUI,constitutes,164823346,,RXNORM,,,,,4096,
,CUI,RB,2718367,,CUI,inverse_isa,164823350,,RXNORM,,,,,4096,
,CUI,RN,2718374,,CUI,tradename_of,164823415,,RXNORM,,,,,4096,
,CUI,RB,1657128,,CUI,has_tradename,164823360,,RXNORM,,,,,4096,
,CUI,RB,1657131,,CUI,has_tradename,164823368,,RXNORM,,,,,4096,
,CUI,RB,1657134,,CUI,has_tradename,164823364,,RXNORM,,,,,4096,
,CUI,RB,2605725,,CUI,precise_ingredient_of,164823366,,RXNORM,,,,,4096,
,CUI,RB,2641877,,CUI,precise_ingredient_of,164823362,,RXNORM,,,,,4096,
,CUI,RB,2717943,,CUI,precise_ingredient_of,164823370,,RXNORM,,,,,4096,
,CUI,RO,2718370,,CUI,has_ingredient,164823377,,RXNORM,,,,,4096,
,CUI,RO,2718371,,CUI,has_ingredient,164823387,,RXNORM,,,,,4096,
,CUI,RO,2718372,,CUI,has_ingredient,164823393,,RXNORM,,,,,4096,
,CUI,RO,2718374,,CUI,has_ingredient,164823417,,RXNORM,,,,,4096,
,CUI,RO,2718380,,CUI,has_ingredient,164823471,,RXNORM,,,,,4096,
,CUI,RO,2718382,,CUI,has_ingredient,164823495,,RXNORM,,,,,4096,
,CUI,RB,2605728,,CUI,has_tradename,164823378,,RXNORM,,,,,4096,
,CUI,RB,2641878,,CUI,has_tradename,164823372,,RXNORM,,,,,4096,
,CUI,RB,2718365,,CUI,has_tradename,164823374,,RXNORM,,,,,4096,
,CUI,RO,2718369,,CUI,ingredient_of,164823376,,RXNORM,,,,,4096,
,CUI,RO,2718374,,CUI,consists_of,164823403,,RXNORM,,,,,4096,
,CUI,RO,2718382,,CUI,consists_of,164823483,,RXNORM,,,,,4096,
,CUI,RO,1151126,,CUI,doseformgroup_of,164823380,,RXNORM,,,,,4096,
,CUI,RB,1657136,,CUI,has_tradename,164823384,,RXNORM,,,,,4096,
,CUI,RO,2718369,,CUI,ingredient_of,164823386,,RXNORM,,,,,4096,
,CUI,RN,2718372,,CUI,isa,164823389,,RXNORM,,,,,4096,
,CUI,RN,2718374,,CUI,isa,164823409,,RXNORM,,,,,4096,
,CUI,RN,2718380,,CUI,isa,164823469,,RXNORM,,,,,4096,
,CUI,RN,2718382,,CUI,isa,164823491,,RXNORM,,,,,4096,
,CUI,RO,316950,,CUI,dose_form_of,164823390,,RXNORM,,,,,4096,
,CUI,RB,1657324,,CUI,has_tradename,164823394,,RXNORM,,,,,4096,
,CUI,RO,2718369,,CUI,ingredient_of,164823392,,RXNORM,,,,,4096,
,CUI,RB,2718371,,CUI,inverse_isa,164823388,,RXNORM,,,,,4096,
,CUI,RN,2718373,,CUI,form_of,164823397,,RXNORM,,,,,4096,
,CUI,RN,2718374,,CUI,isa,164823407,,RXNORM,,,,,4096,
,CUI,RB,2718367,,CUI,has_tradename,164823398,,RXNORM,,,,,4096,
,CUI,RB,2718372,,CUI,has_form,164823396,,RXNORM,,,,,4096,
,CUI,RN,2718374,,CUI,isa,164823405,,RXNORM,,,,,4096,
,CUI,RO,316950,,CUI,dose_form_of,164823412,,RXNORM,,,,,4096,
,CUI,RO,2605728,,CUI,constitutes,164823418,,RXNORM,,,,,4096,
,CUI,RO,2641878,,CUI,constitutes,164823400,,RXNORM,,,,,4096,
,CUI,RO,2718365,,CUI,constitutes,164823410,,RXNORM,,,,,4096,
,CUI,RB,2718368,,CUI,has_tradename,164823414,,RXNORM,,,,,4096,
,CUI,RO,2718369,,CUI,ingredient_of,164823416,,RXNORM,,,,,4096,
,CUI,RO,2718370,,CUI,constitutes,164823402,,RXNORM,,,,,4096,
,CUI,RB,2718371,,CUI,inverse_isa,164823408,,RXNORM,,,,,4096,
,CUI,RB,2718372,,CUI,inverse_isa,164823406,,RXNORM,,,,,4096,
,CUI,RB,2718373,,CUI,inverse_isa,164823404,,RXNORM,,,,,4096,
,CUI,RB,1657137,,CUI,has_form,164823424,,RXNORM,,,,,4096,
,CUI,RO,2605725,,CUI,boss_of,164823428,,RXNORM,,,,,4096,
,CUI,RO,2641877,,CUI,boss_of,164823422,,RXNORM,,,,,4096,
,CUI,RO,2717943,,CUI,boss_of,164823420,,RXNORM,,,,,4096,
,CUI,RN,2718378,,CUI,isa,164823451,,RXNORM,,,,,4096,
,CUI,RN,2718381,,CUI,tradename_of,164823473,,RXNORM,,,,,4096,
,CUI,RO,721656,,CUI,dose_form_of,164823458,,RXNORM,,,,,4096,
,CUI,RB,1657136,,CUI,inverse_isa,164823454,,RXNORM,,,,,4096,
,CUI,RB,1657137,,CUI,inverse_isa,164823452,,RXNORM,,,,,4096,
,CUI,RO,1657138,,CUI,ingredients_of,164823460,,RXNORM,,,,,4096,
,CUI,RO,2605728,,CUI,constitutes,164823456,,RXNORM,,,,,4096,
,CUI,RO,2641878,,CUI,constitutes,164823446,,RXNORM,,,,,4096,
,CUI,RO,2718365,,CUI,constitutes,164823448,,RXNORM,,,,,4096,
,CUI,RB,2718377,,CUI,inverse_isa,164823450,,RXNORM,,,,,4096,
,CUI,RN,2718382,,CUI,tradename_of,164823493,,RXNORM,,,,,4096,
,CUI,RO,721656,,CUI,dose_form_of,164823466,,RXNORM,,,,,4096,
,CUI,RB,1657137,,CUI,has_tradename,164823464,,RXNORM,,,,,4096,
,CUI,RO,2718369,,CUI,ingredient_of,164823470,,RXNORM,,,,,4096,
,CUI,RB,2718371,,CUI,inverse_isa,164823468,,RXNORM,,,,,4096,
,CUI,RN,2718381,,CUI,form_of,164823475,,RXNORM,,,,,4096,
,CUI,RN,2718382,,CUI,isa,164823481,,RXNORM,,,,,4096,
,CUI,RB,2718377,,CUI,has_tradename,164823472,,RXNORM,,,,,4096,
,CUI,RB,2718380,,CUI,has_form,164823474,,RXNORM,,,,,4096,
,CUI,RN,2718382,,CUI,isa,164823487,,RXNORM,,,,,4096,
,CUI,RO,721656,,CUI,dose_form_of,164823488,,RXNORM,,,,,4096,
,CUI,RO,2605728,,CUI,constitutes,164823484,,RXNORM,,,,,4096,
,CUI,RO,2641878,,CUI,constitutes,164823476,,RXNORM,,,,,4096,
,CUI,RO,2718365,,CUI,constitutes,164823478,,RXNORM,,,,,4096,
,CUI,RO,2718369,,CUI,ingredient_of,164823494,,RXNORM,,,,,4096,
,CUI,RO,2718370,,CUI,constitutes,164823482,,RXNORM,,,,,4096,
,CUI,RB,2718371,,CUI,inverse_isa,164823490,,RXNORM,,,,,4096,
,CUI,RB,2718378,,CUI,has_tradename,164823492,,RXNORM,,,,,4096,
,CUI,RB,2718380,,CUI,inverse_isa,164823480,,RXNORM,,,,,4096,
,CUI,RB,2718381,,CUI,inverse_isa,164823486,,RXNORM,,,,,4096,
,CUI,RB,1657137,,CUI,has_form,164823524,,RXNORM,,,,,4096,
,CUI,RO,2605039,,CUI,boss_of,164823522,,RXNORM,,,,,4096,
,CUI,RO,2641622,,CUI,boss_of,164823520,,RXNORM,,,,,4096,
,CUI,RO,2708995,,CUI,boss_of,164823528,,RXNORM,,,,,4096,
,CUI,RN,2718386,,CUI,isa,164823541,,RXNORM,,,,,4096,
,CUI,RN,2718392,,CUI,tradename_of,164823601,,RXNORM,,,,,4096,
,CUI,RN,2718399,,CUI,tradename_of,164823683,,RXNORM,,,,,4096,
,CUI,RN,2718461,,CUI,tradename_of,164825503,,RXNORM,,,,,4096,
,CUI,RO,721656,,CUI,dose_form_of,164823542,,RXNORM,,,,,4096,
,CUI,RB,1657136,,CUI,inverse_isa,164823536,,RXNORM,,,,,4096,
,CUI,RB,1657137,,CUI,inverse_isa,164823534,,RXNORM,,,,,4096,
,CUI,RO,1657138,,CUI,ingredients_of,164823544,,RXNORM,,,,,4096,
,CUI,RO,2605044,,CUI,constitutes,164823538,,RXNORM,,,,,4096,
,CUI,RO,2641625,,CUI,constitutes,164823532,,RXNORM,,,,,4096,
,CUI,RO,2709118,,CUI,constitutes,164823530,,RXNORM,,,,,4096,
,CUI,RB,2718385,,CUI,inverse_isa,164823540,,RXNORM,,,,,4096,
,CUI,RN,2718393,,CUI,tradename_of,164823611,,RXNORM,,,,,4096,
,CUI,RN,2718400,,CUI,tradename_of,164823707,,RXNORM,,,,,4096,
,CUI,RN,2718462,,CUI,tradename_of,164825507,,RXNORM,,,,,4096,
,CUI,RB,1657128,,CUI,has_tradename,164823564,,RXNORM,,,,,4096,
,CUI,RB,1657131,,CUI,has_tradename,164823572,,RXNORM,,,,,4096,
,CUI,RB,1657134,,CUI,has_tradename,164823568,,RXNORM,,,,,4096,
,CUI,RB,2605039,,CUI,precise_ingredient_of,164823570,,RXNORM,,,,,4096,
,CUI,RB,2641622,,CUI,precise_ingredient_of,164823566,,RXNORM,,,,,4096,
,CUI,RB,2708995,,CUI,precise_ingredient_of,164823574,,RXNORM,,,,,4096,
,CUI,RO,2718389,,CUI,has_ingredient,164823583,,RXNORM,,,,,4096,
,CUI,RO,2718390,,CUI,has_ingredient,164823591,,RXNORM,,,,,4096,
,CUI,RO,2718391,,CUI,has_ingredient,164823595,,RXNORM,,,,,4096,
,CUI,RO,2718393,,CUI,has_ingredient,164823615,,RXNORM,,,,,4096,
,CUI,RB,2605044,,CUI,has_tradename,164823580,,RXNORM,,,,,4096,
,CUI,RB,2641625,,CUI,has_tradename,164823578,,RXNORM,,,,,4096,
,CUI,RB,2709118,,CUI,has_tradename,164823576,,RXNORM,,,,,4096,
