RXCUI1,RXAUI1,STYPE1,REL,RXCUI2,RXAUI2,STYPE2,RELA,RUI,SRUI,SAB,SL,RG,DIR,SUPPRESS,CVF
,CUI,RO,2718388,,CUI,ingredient_of,164823582,,RXNORM,,,,,4096,
,CUI,RO,2718393,,CUI,consists_of,164823623,,RXNORM,,,,,4096,
,CUI,RO,1151126,,CUI,doseformgroup_of,164823584,,RXNORM,,,,,4096,
,CUI,RB,1657136,,CUI,has_tradename,164823586,,RXNORM,,,,,4096,
,CUI,RO,2718388,,CUI,ingredient_of,164823590,,RXNORM,,,,,4096,
,CUI,RN,2718391,,CUI,isa,164823597,,RXNORM,,,,,4096,
,CUI,RN,2718393,,CUI,isa,164823617,,RXNORM,,,,,4096,
,CUI,RO,721656,,CUI,dose_form_of,164823598,,RXNORM,,,,,4096,
,CUI,RB,1657137,,CUI,has_tradename,164823592,,RXNORM,,,,,4096,
,CUI,RO,2718388,,CUI,ingredient_of,164823594,,RXNORM,,,,,4096,
,CUI,RB,2718390,,CUI,inverse_isa,164823596,,RXNORM,,,,,4096,
,CUI,RN,2718392,,CUI,form_of,164823603,,RXNORM,,,,,4096,
,CUI,RN,2718393,,CUI,isa,164823621,,RXNORM,,,,,4096,
,CUI,RB,2718385,,CUI,has_tradename,164823600,,RXNORM,,,,,4096,
,CUI,RB,2718391,,CUI,has_form,164823602,,RXNORM,,,,,4096,
,CUI,RN,2718393,,CUI,isa,164823609,,RXNORM,,,,,4096,
,CUI,RO,721656,,CUI,dose_form_of,164823618,,RXNORM,,,,,4096,
,CUI,RO,2605044,,CUI,constitutes,164823612,,RXNORM,,,,,4096,
,CUI,RO,2641625,,CUI,constitutes,164823606,,RXNORM,,,,,4096,
,CUI,RO,2709118,,CUI,constitutes,164823604,,RXNORM,,,,,4096,
,CUI,RB,2718386,,CUI,has_tradename,164823610,,RXNORM,,,,,4096,
,CUI,RO,2718388,,CUI,ingredient_of,164823614,,RXNORM,,,,,4096,
,CUI,RO,2718389,,CUI,constitutes,164823622,,RXNORM,,,,,4096,
,CUI,RB,2718390,,CUI,inverse_isa,164823616,,RXNORM,,,,,4096,
,CUI,RB,2718391,,CUI,inverse_isa,164823620,,RXNORM,,,,,4096,
,CUI,RB,2718392,,CUI,inverse_isa,164823608,,RXNORM,,,,,4096,
,CUI,RB,1657128,,CUI,has_tradename,164823646,,RXNORM,,,,,4096,
,CUI,RB,1657131,,CUI,has_tradename,164823654,,RXNORM,,,,,4096,
,CUI,RB,1657134,,CUI,has_tradename,164823650,,RXNORM,,,,,4096,
,CUI,RB,2605039,,CUI,precise_ingredient_of,164823652,,RXNORM,,,,,4096,
,CUI,RB,2641622,,CUI,precise_ingredient_of,164823648,,RXNORM,,,,,4096,
,CUI,RB,2708995,,CUI,precise_ingredient_of,164823656,,RXNORM,,,,,4096,
,CUI,RO,2718396,,CUI,has_ingredient,164823661,,RXNORM,,,,,4096,
,CUI,RO,2718397,,CUI,has_ingredient,164823669,,RXNORM,,,,,4096,
,CUI,RO,2718398,,CUI,has_ingredient,164823675,,RXNORM,,,,,4096,
,CUI,RO,2718400,,CUI,has_ingredient,164823711,,RXNORM,,,,,4096,
,CUI,RO,2718404,,CUI,has_ingredient,164823755,,RXNORM,,,,,4096,
,CUI,RO,2718406,,CUI,has_ingredient,164823769,,RXNORM,,,,,4096,
,CUI,RB,2605044,,CUI,has_tradename,164823664,,RXNORM,,,,,4096,
,CUI,RB,2641625,,CUI,has_tradename,164823662,,RXNORM,,,,,4096,
,CUI,RB,2709118,,CUI,has_tradename,164823658,,RXNORM,,,,,4096,
,CUI,RO,2718395,,CUI,ingredient_of,164823660,,RXNORM,,,,,4096,
,CUI,RO,2718400,,CUI,consists_of,164823719,,RXNORM,,,,,4096,
,CUI,RO,2718406,,CUI,consists_of,164823779,,RXNORM,,,,,4096,
,CUI,RO,1151126,,CUI,doseformgroup_of,164823666,,RXNORM,,,,,4096,
,CUI,RB,1657136,,CUI,has_tradename,164823672,,RXNORM,,,,,4096,
,CUI,RO,2718395,,CUI,ingredient_of,164823668,,RXNORM,,,,,4096,
,CUI,RN,2718398,,CUI,isa,164823677,,RXNORM,,,,,4096,
,CUI,RN,2718400,,CUI,isa,164823715,,RXNORM,,,,,4096,
,CUI,RN,2718404,,CUI,isa,164823761,,RXNORM,,,,,4096,
,CUI,RN,2718406,,CUI,isa,164823785,,RXNORM,,,,,4096,
,CUI,RO,721656,,CUI,dose_form_of,164823680,,RXNORM,,,,,4096,
,CUI,RB,1657137,,CUI,has_tradename,164823678,,RXNORM,,,,,4096,
,CUI,RO,2718395,,CUI,ingredient_of,164823674,,RXNORM,,,,,4096,
,CUI,RB,2718397,,CUI,inverse_isa,164823676,,RXNORM,,,,,4096,
,CUI,RN,2718399,,CUI,form_of,164823685,,RXNORM,,,,,4096,
,CUI,RN,2718400,,CUI,isa,164823721,,RXNORM,,,,,4096,
,CUI,RB,2718385,,CUI,has_tradename,164823682,,RXNORM,,,,,4096,
,CUI,RB,2718398,,CUI,has_form,164823684,,RXNORM,,,,,4096,
,CUI,RN,2718400,,CUI,isa,164823717,,RXNORM,,,,,4096,
,CUI,RO,721656,,CUI,dose_form_of,164823724,,RXNORM,,,,,4096,
,CUI,RO,2605044,,CUI,constitutes,164823722,,RXNORM,,,,,4096,
,CUI,RO,2641625,,CUI,constitutes,164823712,,RXNORM,,,,,4096,
,CUI,RO,2709118,,CUI,constitutes,164823708,,RXNORM,,,,,4096,
,CUI,RB,2718386,,CUI,has_tradename,164823706,,RXNORM,,,,,4096,
,CUI,RO,2718395,,CUI,ingredient_of,164823710,,RXNORM,,,,,4096,
,CUI,RO,2718396,,CUI,constitutes,164823718,,RXNORM,,,,,4096,
,CUI,RB,2718397,,CUI,inverse_isa,164823714,,RXNORM,,,,,4096,
,CUI,RB,2718398,,CUI,inverse_isa,164823720,,RXNORM,,,,,4096,
,CUI,RB,2718399,,CUI,inverse_isa,164823716,,RXNORM,,,,,4096,
,CUI,RB,1657324,,CUI,has_form,164823734,,RXNORM,,,,,4096,
,CUI,RO,2605039,,CUI,boss_of,164823732,,RXNORM,,,,,4096,
,CUI,RO,2641622,,CUI,boss_of,164823728,,RXNORM,,,,,4096,
,CUI,RO,2708995,,CUI,boss_of,164823736,,RXNORM,,,,,4096,
,CUI,RN,2718403,,CUI,isa,164823745,,RXNORM,,,,,4096,
,CUI,RN,2718405,,CUI,tradename_of,164823765,,RXNORM,,,,,4096,
,CUI,RO,316950,,CUI,dose_form_of,164823742,,RXNORM,,,,,4096,
,CUI,RB,1657136,,CUI,inverse_isa,164823746,,RXNORM,,,,,4096,
,CUI,RO,1657138,,CUI,ingredients_of,164823752,,RXNORM,,,,,4096,
,CUI,RB,1657324,,CUI,inverse_isa,164823750,,RXNORM,,,,,4096,
,CUI,RO,2605044,,CUI,constitutes,164823748,,RXNORM,,,,,4096,
,CUI,RO,2641625,,CUI,constitutes,164823740,,RXNORM,,,,,4096,
,CUI,RO,2709118,,CUI,constitutes,164823738,,RXNORM,,,,,4096,
,CUI,RB,2718402,,CUI,inverse_isa,164823744,,RXNORM,,,,,4096,
,CUI,RN,2718406,,CUI,tradename_of,164823783,,RXNORM,,,,,4096,
,CUI,RO,316950,,CUI,dose_form_of,164823756,,RXNORM,,,,,4096,
,CUI,RB,1657324,,CUI,has_tradename,164823758,,RXNORM,,,,,4096,
,CUI,RO,2718395,,CUI,ingredient_of,164823754,,RXNORM,,,,,4096,
,CUI,RB,2718397,,CUI,inverse_isa,164823760,,RXNORM,,,,,4096,
,CUI,RN,2718405,,CUI,form_of,164823763,,RXNORM,,,,,4096,
,CUI,RN,2718406,,CUI,isa,164823777,,RXNORM,,,,,4096,
,CUI,RB,2718402,,CUI,has_tradename,164823764,,RXNORM,,,,,4096,
,CUI,RB,2718404,,CUI,has_form,164823762,,RXNORM,,,,,4096,
,CUI,RN,2718406,,CUI,isa,164823773,,RXNORM,,,,,4096,
,CUI,RO,316950,,CUI,dose_form_of,164823774,,RXNORM,,,,,4096,
,CUI,RO,2605044,,CUI,constitutes,164823780,,RXNORM,,,,,4096,
,CUI,RO,2641625,,CUI,constitutes,164823770,,RXNORM,,,,,4096,
,CUI,RO,2709118,,CUI,constitutes,164823766,,RXNORM,,,,,4096,
,CUI,RO,2718395,,CUI,ingredient_of,164823768,,RXNORM,,,,,4096,
,CUI,RO,2718396,,CUI,constitutes,164823778,,RXNORM,,,,,4096,
,CUI,RB,2718397,,CUI,inverse_isa,164823784,,RXNORM,,,,,4096,
,CUI,RB,2718403,,CUI,has_tradename,164823782,,RXNORM,,,,,4096,
,CUI,RB,2718404,,CUI,inverse_isa,164823776,,RXNORM,,,,,4096,
,CUI,RB,2718405,,CUI,inverse_isa,164823772,,RXNORM,,,,,4096,
,CUI,RB,1657128,,CUI,has_tradename,164825466,,RXNORM,,,,,4096,
,CUI,RB,1657131,,CUI,has_tradename,164825474,,RXNORM,,,,,4096,
,CUI,RB,1657134,,CUI,has_tradename,164825470,,RXNORM,,,,,4096,
,CUI,RB,2605039,,CUI,precise_ingredient_of,164825472,,RXNORM,,,,,4096,
,CUI,RB,2641622,,CUI,precise_ingredient_of,164825468,,RXNORM,,,,,4096,
,CUI,RB,2708995,,CUI,precise_ingredient_of,164825476,,RXNORM,,,,,4096,
,CUI,RO,2718458,,CUI,has_ingredient,164825483,,RXNORM,,,,,4096,
,CUI,RO,2718459,,CUI,has_ingredient,164825489,,RXNORM,,,,,4096,
,CUI,RO,2718460,,CUI,has_ingredient,164825495,,RXNORM,,,,,4096,
,CUI,RO,2718462,,CUI,has_ingredient,164825513,,RXNORM,,,,,4096,
,CUI,RB,2605044,,CUI,has_tradename,164825484,,RXNORM,,,,,4096,
,CUI,RB,2641625,,CUI,has_tradename,164825480,,RXNORM,,,,,4096,
,CUI,RB,2709118,,CUI,has_tradename,164825478,,RXNORM,,,,,4096,
,CUI,RO,2718457,,CUI,ingredient_of,164825482,,RXNORM,,,,,4096,
,CUI,RO,2718462,,CUI,consists_of,164825519,,RXNORM,,,,,4096,
,CUI,RO,1151126,,CUI,doseformgroup_of,164825486,,RXNORM,,,,,4096,
,CUI,RB,1657136,,CUI,has_tradename,164825492,,RXNORM,,,,,4096,
,CUI,RO,2718457,,CUI,ingredient_of,164825488,,RXNORM,,,,,4096,
,CUI,RN,2718460,,CUI,isa,164825497,,RXNORM,,,,,4096,
,CUI,RN,2718462,,CUI,isa,164825515,,RXNORM,,,,,4096,
,CUI,RO,721656,,CUI,dose_form_of,164825500,,RXNORM,,,,,4096,
,CUI,RB,1657137,,CUI,has_tradename,164825498,,RXNORM,,,,,4096,
,CUI,RO,2718457,,CUI,ingredient_of,164825494,,RXNORM,,,,,4096,
,CUI,RB,2718459,,CUI,inverse_isa,164825496,,RXNORM,,,,,4096,
,CUI,RN,2718461,,CUI,form_of,164825505,,RXNORM,,,,,4096,
,CUI,RN,2718462,,CUI,isa,164825525,,RXNORM,,,,,4096,
,CUI,RB,2718385,,CUI,has_tradename,164825502,,RXNORM,,,,,4096,
,CUI,RB,2718460,,CUI,has_form,164825504,,RXNORM,,,,,4096,
,CUI,RN,2718462,,CUI,isa,164825521,,RXNORM,,,,,4096,
,CUI,RO,721656,,CUI,dose_form_of,164825522,,RXNORM,,,,,4096,
,CUI,RO,2605044,,CUI,constitutes,164825516,,RXNORM,,,,,4096,
,CUI,RO,2641625,,CUI,constitutes,164825510,,RXNORM,,,,,4096,
,CUI,RO,2709118,,CUI,constitutes,164825508,,RXNORM,,,,,4096,
,CUI,RB,2718386,,CUI,has_tradename,164825506,,RXNORM,,,,,4096,
,CUI,RO,2718457,,CUI,ingredient_of,164825512,,RXNORM,,,,,4096,
,CUI,RO,2718458,,CUI,constitutes,164825518,,RXNORM,,,,,4096,
,CUI,RB,2718459,,CUI,inverse_isa,164825514,,RXNORM,,,,,4096,
,CUI,RB,2718460,,CUI,inverse_isa,164825524,,RXNORM,,,,,4096,
,CUI,RB,2718461,,CUI,inverse_isa,164825520,,RXNORM,,,,,4096,
,CUI,RB,1657128,,CUI,has_tradename,164825548,,RXNORM,,,,,4096,
,CUI,RB,1657131,,CUI,has_tradename,164825556,,RXNORM,,,,,4096,
,CUI,RB,1657134,,CUI,has_tradename,164825552,,RXNORM,,,,,4096,
,CUI,RB,2593400,,CUI,precise_ingredient_of,164825554,,RXNORM,,,,,4096,
,CUI,RB,2641622,,CUI,precise_ingredient_of,164825550,,RXNORM,,,,,4096,
,CUI,RB,2708995,,CUI,precise_ingredient_of,164825558,,RXNORM,,,,,4096,
,CUI,RO,2718465,,CUI,has_ingredient,164825563,,RXNORM,,,,,4096,
,CUI,RO,2718466,,CUI,has_ingredient,164825573,,RXNORM,,,,,4096,
,CUI,RO,2718467,,CUI,has_ingredient,164825577,,RXNORM,,,,,4096,
,CUI,RO,2718469,,CUI,has_ingredient,164825595,,RXNORM,,,,,4096,
,CUI,RO,2719211,,CUI,has_ingredient,164838259,,RXNORM,,,,,4096,
,CUI,RO,2719212,,CUI,has_ingredient,164838289,,RXNORM,,,,,4096,
,CUI,RO,2719214,,CUI,has_ingredient,164838305,,RXNORM,,,,,4096,
,CUI,RO,2719216,,CUI,has_ingredient,164838323,,RXNORM,,,,,4096,
,CUI,RB,2677166,,CUI,has_tradename,164825560,,RXNORM,,,,,4096,
,CUI,RB,2677167,,CUI,has_tradename,164825566,,RXNORM,,,,,4096,
,CUI,RB,2709010,,CUI,has_tradename,164825564,,RXNORM,,,,,4096,
,CUI,RO,2718464,,CUI,ingredient_of,164825562,,RXNORM,,,,,4096,
,CUI,RO,2718469,,CUI,consists_of,164825599,,RXNORM,,,,,4096,
,CUI,RO,1151126,,CUI,doseformgroup_of,164825568,,RXNORM,,,,,4096,
,CUI,RB,1657136,,CUI,has_tradename,164825574,,RXNORM,,,,,4096,
,CUI,RB,2709011,,CUI,has_tradename,164825570,,RXNORM,,,,,4096,
,CUI,RO,2718464,,CUI,ingredient_of,164825572,,RXNORM,,,,,4096,
,CUI,RN,2718467,,CUI,isa,164825579,,RXNORM,,,,,4096,
,CUI,RN,2718469,,CUI,isa,164825597,,RXNORM,,,,,4096,
,CUI,RN,2719212,,CUI,isa,164838293,,RXNORM,,,,,4096,
,CUI,RN,2719214,,CUI,isa,164838307,,RXNORM,,,,,4096,
,CUI,RN,2719216,,CUI,isa,164838333,,RXNORM,,,,,4096,
,CUI,RO,721656,,CUI,dose_form_of,164825582,,RXNORM,,,,,4096,
,CUI,RB,1657137,,CUI,has_tradename,164825580,,RXNORM,,,,,4096,
,CUI,RO,2718464,,CUI,ingredient_of,164825576,,RXNORM,,,,,4096,
,CUI,RB,2718466,,CUI,inverse_isa,164825578,,RXNORM,,,,,4096,
,CUI,RN,2718468,,CUI,form_of,164825585,,RXNORM,,,,,4096,
,CUI,RN,2718469,,CUI,isa,164825603,,RXNORM,,,,,4096,
,CUI,RN,2719212,,CUI,isa,164838283,,RXNORM,,,,,4096,
,CUI,RB,2709012,,CUI,has_tradename,164825586,,RXNORM,,,,,4096,
,CUI,RB,2718467,,CUI,has_form,164825584,,RXNORM,,,,,4096,
,CUI,RN,2718469,,CUI,isa,164825593,,RXNORM,,,,,4096,
,CUI,RN,2719212,,CUI,isa,164838295,,RXNORM,,,,,4096,
,CUI,RO,721656,,CUI,dose_form_of,164825604,,RXNORM,,,,,4096,
,CUI,RO,2677166,,CUI,constitutes,164825590,,RXNORM,,,,,4096,
,CUI,RO,2677167,,CUI,constitutes,164825606,,RXNORM,,,,,4096,
,CUI,RO,2709010,,CUI,constitutes,164825600,,RXNORM,,,,,4096,
,CUI,RB,2709013,,CUI,has_tradename,164825588,,RXNORM,,,,,4096,
,CUI,RO,2718464,,CUI,ingredient_of,164825594,,RXNORM,,,,,4096,
,CUI,RO,2718465,,CUI,constitutes,164825598,,RXNORM,,,,,4096,
,CUI,RB,2718466,,CUI,inverse_isa,164825596,,RXNORM,,,,,4096,
,CUI,RB,2718467,,CUI,inverse_isa,164825602,,RXNORM,,,,,4096,
,CUI,RB,2718468,,CUI,inverse_isa,164825592,,RXNORM,,,,,4096,
,CUI,RB,22396,,CUI,has_tradename,164838100,,RXNORM,,,,,4096,
,CUI,RO,2719194,,CUI,has_ingredient,164838105,,RXNORM,,,,,4096,
,CUI,RO,2719195,,CUI,has_ingredient,164838109,,RXNORM,,,,,4096,
,CUI,RO,2719196,,CUI,has_ingredient,164838117,,RXNORM,,,,,4096,
,CUI,RO,2719197,,CUI,has_ingredient,164838125,,RXNORM,,,,,4096,
,CUI,RO,2719198,,CUI,has_ingredient,164838133,,RXNORM,,,,,4096,
,CUI,RB,1870961,,CUI,has_tradename,164838102,,RXNORM,,,,,4096,
,CUI,RO,2719193,,CUI,ingredient_of,164838104,,RXNORM,,,,,4096,
,CUI,RO,2719198,,CUI,consists_of,164838141,,RXNORM,,,,,4096,
,CUI,RO,1151131,,CUI,doseformgroup_of,164838106,,RXNORM,,,,,4096,
,CUI,RB,1157200,,CUI,has_tradename,164838110,,RXNORM,,,,,4096,
,CUI,RO,2719193,,CUI,ingredient_of,164838108,,RXNORM,,,,,4096,
,CUI,RN,2719197,,CUI,isa,164838119,,RXNORM,,,,,4096,
,CUI,RN,2719198,,CUI,isa,164838137,,RXNORM,,,,,4096,
,CUI,RO,1151137,,CUI,doseformgroup_of,164838112,,RXNORM,,,,,4096,
,CUI,RB,1870962,,CUI,has_tradename,164838114,,RXNORM,,,,,4096,
,CUI,RO,2719193,,CUI,ingredient_of,164838116,,RXNORM,,,,,4096,
,CUI,RN,2719197,,CUI,isa,164838127,,RXNORM,,,,,4096,
,CUI,RN,2719198,,CUI,isa,164838135,,RXNORM,,,,,4096,
,CUI,RO,316969,,CUI,dose_form_of,164838120,,RXNORM,,,,,4096,
,CUI,RB,1870963,,CUI,has_tradename,164838122,,RXNORM,,,,,4096,
,CUI,RO,2719193,,CUI,ingredient_of,164838124,,RXNORM,,,,,4096,
,CUI,RB,2719195,,CUI,inverse_isa,164838118,,RXNORM,,,,,4096,
,CUI,RB,2719196,,CUI,inverse_isa,164838126,,RXNORM,,,,,4096,
,CUI,RN,2719198,,CUI,isa,164838131,,RXNORM,,,,,4096,
,CUI,RO,316969,,CUI,dose_form_of,164838138,,RXNORM,,,,,4096,
,CUI,RO,1870961,,CUI,constitutes,164838128,,RXNORM,,,,,4096,
,CUI,RB,1870964,,CUI,has_tradename,164838142,,RXNORM,,,,,4096,
,CUI,RO,2719193,,CUI,ingredient_of,164838132,,RXNORM,,,,,4096,
,CUI,RO,2719194,,CUI,constitutes,164838140,,RXNORM,,,,,4096,
,CUI,RB,2719195,,CUI,inverse_isa,164838136,,RXNORM,,,,,4096,
,CUI,RB,2719196,,CUI,inverse_isa,164838134,,RXNORM,,,,,4096,
,CUI,RB,2719197,,CUI,inverse_isa,164838130,,RXNORM,,,,,4096,
,CUI,RO,3992,,CUI,ingredient_of,164838144,,RXNORM,,,,,4096,
,CUI,RN,2719201,,CUI,tradename_of,164838155,,RXNORM,,,,,4096,
,CUI,RO,2719203,,CUI,consists_of,164838179,,RXNORM,,,,,4096,
,CUI,RO,2719204,,CUI,consists_of,164838195,,RXNORM,,,,,4096,
,CUI,RO,1490053,,CUI,ingredient_of,164838156,,RXNORM,,,,,4096,
,CUI,RB,2719199,,CUI,has_tradename,164838154,,RXNORM,,,,,4096,
,CUI,RO,2719204,,CUI,consists_of,164838187,,RXNORM,,,,,4096,
,CUI,RB,1163887,,CUI,inverse_isa,164838176,,RXNORM,,,,,4096,
,CUI,RO,1649574,,CUI,dose_form_of,164838172,,RXNORM,,,,,4096,
,CUI,RB,1660013,,CUI,inverse_isa,164838174,,RXNORM,,,,,4096,
,CUI,RO,2719199,,CUI,constitutes,164838178,,RXNORM,,,,,4096,
,CUI,RN,2719204,,CUI,tradename_of,164838191,,RXNORM,,,,,4096,
,CUI,RO,1490053,,CUI,ingredient_of,164838188,,RXNORM,,,,,4096,
,CUI,RB,1490056,,CUI,inverse_isa,164838192,,RXNORM,,,,,4096,
,CUI,RO,1649574,,CUI,dose_form_of,164838184,,RXNORM,,,,,4096,
,CUI,RB,1660015,,CUI,inverse_isa,164838182,,RXNORM,,,,,4096,
,CUI,RO,2719199,,CUI,constitutes,164838194,,RXNORM,,,,,4096,
,CUI,RO,2719201,,CUI,constitutes,164838186,,RXNORM,,,,,4096,
,CUI,RB,2719203,,CUI,has_tradename,164838190,,RXNORM,,,,,4096,
,CUI,RO,3992,,CUI,ingredient_of,164838198,,RXNORM,,,,,4096,
,CUI,RO,2719206,,CUI,consists_of,164838215,,RXNORM,,,,,4096,
,CUI,RN,2719208,,CUI,tradename_of,164838219,,RXNORM,,,,,4096,
,CUI,RO,2719209,,CUI,consists_of,164838233,,RXNORM,,,,,4096,
,CUI,RB,1163887,,CUI,inverse_isa,164838212,,RXNORM,,,,,4096,
,CUI,RO,1649574,,CUI,dose_form_of,164838208,,RXNORM,,,,,4096,
,CUI,RB,1660013,,CUI,inverse_isa,164838210,,RXNORM,,,,,4096,
,CUI,RO,2719205,,CUI,constitutes,164838214,,RXNORM,,,,,4096,
,CUI,RN,2719209,,CUI,tradename_of,164838235,,RXNORM,,,,,4096,
,CUI,RO,1490053,,CUI,ingredient_of,164838220,,RXNORM,,,,,4096,
,CUI,RB,2719205,,CUI,has_tradename,164838218,,RXNORM,,,,,4096,
,CUI,RO,2719209,,CUI,consists_of,164838229,,RXNORM,,,,,4096,
,CUI,RO,1490053,,CUI,ingredient_of,164838226,,RXNORM,,,,,4096,
,CUI,RB,1490056,,CUI,inverse_isa,164838230,,RXNORM,,,,,4096,
,CUI,RO,1649574,,CUI,dose_form_of,164838224,,RXNORM,,,,,4096,
,CUI,RB,1660015,,CUI,inverse_isa,164838222,,RXNORM,,,,,4096,
,CUI,RO,2719205,,CUI,constitutes,164838232,,RXNORM,,,,,4096,
,CUI,RB,2719206,,CUI,has_tradename,164838234,,RXNORM,,,,,4096,
,CUI,RO,2719208,,CUI,constitutes,164838228,,RXNORM,,,,,4096,
,CUI,RB,2593856,,CUI,has_tradename,164838256,,RXNORM,,,,,4096,
,CUI,RB,2641625,,CUI,has_tradename,164838254,,RXNORM,,,,,4096,
,CUI,RB,2709118,,CUI,has_tradename,164838252,,RXNORM,,,,,4096,
,CUI,RO,2718464,,CUI,ingredient_of,164838258,,RXNORM,,,,,4096,
,CUI,RO,2719212,,CUI,consists_of,164838299,,RXNORM,,,,,4096,
,CUI,RO,2719216,,CUI,consists_of,164838327,,RXNORM,,,,,4096,
,CUI,RO,721656,,CUI,dose_form_of,164838296,,RXNORM,,,,,4096,
,CUI,RO,2593856,,CUI,constitutes,164838286,,RXNORM,,,,,4096,
,CUI,RO,2641625,,CUI,constitutes,164838284,,RXNORM,,,,,4096,
,CUI,RO,2709118,,CUI,constitutes,164838280,,RXNORM,,,,,4096,
,CUI,RB,2709236,,CUI,has_tradename,164838290,,RXNORM,,,,,4096,
,CUI,RO,2718464,,CUI,ingredient_of,164838288,,RXNORM,,,,,4096,
,CUI,RB,2718466,,CUI,inverse_isa,164838292,,RXNORM,,,,,4096,
,CUI,RB,2718467,,CUI,inverse_isa,164838282,,RXNORM,,,,,4096,
,CUI,RB,2718468,,CUI,inverse_isa,164838294,,RXNORM,,,,,4096,
,CUI,RO,2719211,,CUI,constitutes,164838298,,RXNORM,,,,,4096,
,CUI,RO,316950,,CUI,dose_form_of,164838302,,RXNORM,,,,,4096,
,CUI,RB,1657324,,CUI,has_tradename,164838308,,RXNORM,,,,,4096,
,CUI,RO,2718464,,CUI,ingredient_of,164838304,,RXNORM,,,,,4096,
,CUI,RB,2718466,,CUI,inverse_isa,164838306,,RXNORM,,,,,4096,
,CUI,RN,2719215,,CUI,form_of,164838311,,RXNORM,,,,,4096,
,CUI,RN,2719216,,CUI,isa,164838325,,RXNORM,,,,,4096,
,CUI,RB,2709230,,CUI,has_tradename,164838312,,RXNORM,,,,,4096,
,CUI,RB,2719214,,CUI,has_form,164838310,,RXNORM,,,,,4096,
,CUI,RN,2719216,,CUI,isa,164838331,,RXNORM,,,,,4096,
,CUI,RO,316950,,CUI,dose_form_of,164838320,,RXNORM,,,,,4096,
,CUI,RO,2593856,,CUI,constitutes,164838318,,RXNORM,,,,,4096,
,CUI,RO,2641625,,CUI,constitutes,164838316,,RXNORM,,,,,4096,
,CUI,RO,2709118,,CUI,constitutes,164838314,,RXNORM,,,,,4096,
,CUI,RB,2709231,,CUI,has_tradename,164838328,,RXNORM,,,,,4096,
,CUI,RO,2718464,,CUI,ingredient_of,164838322,,RXNORM,,,,,4096,
,CUI,RB,2718466,,CUI,inverse_isa,164838332,,RXNORM,,,,,4096,
,CUI,RO,2719211,,CUI,constitutes,164838326,,RXNORM,,,,,4096,
,CUI,RB,2719214,,CUI,inverse_isa,164838324,,RXNORM,,,,,4096,
,CUI,RB,2719215,,CUI,inverse_isa,164838330,,RXNORM,,,,,4096,
,CUI,RO,6205,,CUI,ingredient_of,164838514,,RXNORM,,,,,4096,
,CUI,RO,2719244,,CUI,consists_of,164838531,,RXNORM,,,,,4096,
,CUI,RO,100272,,CUI,ingredient_of,164838516,,RXNORM,,,,,4096,
,CUI,RO,2719244,,CUI,consists_of,164838519,,RXNORM,,,,,4096,
,CUI,RO,317541,,CUI,dose_form_of,164838520,,RXNORM,,,,,4096,
,CUI,RO,2529760,,CUI,ingredients_of,164838524,,RXNORM,,,,,4096,
,CUI,RB,2529766,,CUI,inverse_isa,164838526,,RXNORM,,,,,4096,
,CUI,RB,2529788,,CUI,inverse_isa,164838528,,RXNORM,,,,,4096,
,CUI,RB,2529792,,CUI,inverse_isa,164838522,,RXNORM,,,,,4096,
,CUI,RO,2719242,,CUI,constitutes,164838530,,RXNORM,,,,,4096,
,CUI,RO,2719243,,CUI,constitutes,164838518,,RXNORM,,,,,4096,
